SnapshotDate,ProductID,WarehouseID,StockOnHand,SafetyStock
2025-11-24,PRD001,WH02,53,308
2025-12-01,PRD001,WH02,105,308
2025-12-08,PRD001,WH02,58,308
2025-12-15,PRD001,WH02,79,308
2025-12-22,PRD001,WH02,126,308
2025-12-29,PRD001,WH02,155,308
2024-01-01,PRD002,WH02,791,460
2024-01-08,PRD002,WH02,771,460
2024-01-15,PRD002,WH02,862,460
2024-01-22,PRD002,WH02,788,460
2024-01-29,PRD002,WH02,854,460
2024-02-05,PRD002,WH02,825,460
2024-02-12,PRD002,WH02,844,460
2024-02-19,PRD002,WH02,780,460
2024-02-26,PRD002,WH02,867,460
2024-03-04,PRD002,WH02,811,460
2024-03-11,PRD002,WH02,836,460
2024-03-18,PRD002,WH02,911,460
2024-03-25,PRD002,WH02,860,460
2024-04-01,PRD002,WH02,797,460
2024-04-08,PRD002,WH02,855,460
2024-04-15,PRD002,WH02,796,460
2024-04-22,PRD002,WH02,865,460
2024-04-29,PRD002,WH02,857,460
2024-05-06,PRD002,WH02,844,460
2024-05-13,PRD002,WH02,886,460
2024-05-20,PRD002,WH02,969,460
2024-05-27,PRD002,WH02,875,460
2024-06-03,PRD002,WH02,938,460
2024-06-10,PRD002,WH02,846,460
2024-06-17,PRD002,WH02,768,460
2024-06-24,PRD002,WH02,764,460
2024-07-01,PRD002,WH02,660,460
2024-07-08,PRD002,WH02,704,460
2024-07-15,PRD002,WH02,623,460
2024-07-22,PRD002,WH02,593,460
2024-07-29,PRD002,WH02,657,460
2024-08-05,PRD002,WH02,670,460
2024-08-12,PRD002,WH02,649,460
2024-08-19,PRD002,WH02,715,460
2024-08-26,PRD002,WH02,781,460
2024-09-02,PRD002,WH02,769,460
2024-09-09,PRD002,WH02,765,460
2024-09-16,PRD002,WH02,843,460
2024-09-23,PRD002,WH02,765,460
2024-09-30,PRD002,WH02,766,460
2024-10-07,PRD002,WH02,773,460
2024-10-14,PRD002,WH02,736,460
2024-10-21,PRD002,WH02,817,460
2024-10-28,PRD002,WH02,839,460
2024-11-04,PRD002,WH02,733,460
2024-11-11,PRD002,WH02,699,460
2024-11-18,PRD002,WH02,588,460
2024-11-25,PRD002,WH02,535,460
2024-12-02,PRD002,WH02,447,460
2024-12-09,PRD002,WH02,530,460
2024-12-16,PRD002,WH02,418,460
2024-12-23,PRD002,WH02,452,460
2024-12-30,PRD002,WH02,521,460
2025-01-06,PRD002,WH02,522,460
2025-01-13,PRD002,WH02,412,460
2025-01-20,PRD002,WH02,434,460
2025-01-27,PRD002,WH02,512,460
2025-02-03,PRD002,WH02,481,460
2025-02-10,PRD002,WH02,368,460
2025-02-17,PRD002,WH02,316,460
2025-02-24,PRD002,WH02,389,460
2025-03-03,PRD002,WH02,398,460
2025-03-10,PRD002,WH02,479,460
2025-03-17,PRD002,WH02,503,460
2025-03-24,PRD002,WH02,459,460
2025-03-31,PRD002,WH02,347,460
2025-04-07,PRD002,WH02,434,460
2025-04-14,PRD002,WH02,384,460
2025-04-21,PRD002,WH02,339,460
2025-04-28,PRD002,WH02,222,460
2025-05-05,PRD002,WH02,132,460
2025-05-12,PRD002,WH02,142,460
2025-05-19,PRD002,WH02,62,460
2025-05-26,PRD002,WH02,76,460
2025-06-02,PRD002,WH02,149,460
2025-06-09,PRD002,WH02,103,460
2025-06-16,PRD002,WH02,160,460
2025-06-23,PRD002,WH02,99,460
2025-06-30,PRD002,WH02,177,460
2025-07-07,PRD002,WH02,103,460
2025-07-14,PRD002,WH02,39,460
2025-07-21,PRD002,WH02,2,460
2025-07-28,PRD002,WH02,31,460
2025-08-04,PRD002,WH02,0,460
2025-08-11,PRD002,WH02,0,460
2025-08-18,PRD002,WH02,0,460
2025-08-25,PRD002,WH02,81,460
2025-09-01,PRD002,WH02,150,460
2025-09-08,PRD002,WH02,143,460
2025-09-15,PRD002,WH02,34,460
2025-09-22,PRD002,WH02,0,460
2025-09-29,PRD002,WH02,0,460
2025-10-06,PRD002,WH02,60,460
2025-10-13,PRD002,WH02,58,460
2025-10-20,PRD002,WH02,0,460
2025-10-27,PRD002,WH02,88,460
2025-11-03,PRD002,WH02,179,460
2025-11-10,PRD002,WH02,238,460
2025-11-17,PRD002,WH02,329,460
2025-11-24,PRD002,WH02,286,460
2025-12-01,PRD002,WH02,271,460
2025-12-08,PRD002,WH02,319,460
2025-12-15,PRD002,WH02,339,460
2025-12-22,PRD002,WH02,338,460
2025-12-29,PRD002,WH02,385,460
2024-01-01,PRD003,WH02,633,214
2024-01-08,PRD003,WH02,608,214
2024-01-15,PRD003,WH02,617,214
2024-01-22,PRD003,WH02,660,214
2024-01-29,PRD003,WH02,553,214
2024-02-05,PRD003,WH02,586,214
2024-02-12,PRD003,WH02,659,214
2024-02-19,PRD003,WH02,677,214
2024-02-26,PRD003,WH02,757,214
2024-03-04,PRD003,WH02,686,214
2024-03-11,PRD003,WH02,690,214
2024-03-18,PRD003,WH02,640,214
2024-03-25,PRD003,WH02,682,214
2024-04-01,PRD003,WH02,770,214
2024-04-08,PRD003,WH02,867,214
2024-04-15,PRD003,WH02,903,214
2024-04-22,PRD003,WH02,820,214
2024-04-29,PRD003,WH02,732,214
2024-05-06,PRD003,WH02,686,214
2024-05-13,PRD003,WH02,699,214
2024-05-20,PRD003,WH02,724,214
2024-05-27,PRD003,WH02,762,214
2024-06-03,PRD003,WH02,720,214
2024-06-10,PRD003,WH02,676,214
2024-06-17,PRD003,WH02,688,214
2024-06-24,PRD003,WH02,779,214
2024-07-01,PRD003,WH02,698,214
2024-07-08,PRD003,WH02,752,214
2024-07-15,PRD003,WH02,694,214
2024-07-22,PRD003,WH02,655,214
2024-07-29,PRD003,WH02,577,214
2024-08-05,PRD003,WH02,458,214
2024-08-12,PRD003,WH02,413,214
2024-08-19,PRD003,WH02,440,214
2024-08-26,PRD003,WH02,432,214
2024-09-02,PRD003,WH02,335,214
2024-09-09,PRD003,WH02,287,214
2024-09-16,PRD003,WH02,276,214
2024-09-23,PRD003,WH02,318,214
2024-09-30,PRD003,WH02,380,214
2024-10-07,PRD003,WH02,439,214
2024-10-14,PRD003,WH02,363,214
2024-10-21,PRD003,WH02,289,214
2024-10-28,PRD003,WH02,261,214
2024-11-04,PRD003,WH02,263,214
2024-11-11,PRD003,WH02,193,214
2024-11-18,PRD003,WH02,189,214
2024-11-25,PRD003,WH02,189,214
2024-12-02,PRD003,WH02,97,214
2024-12-09,PRD003,WH02,172,214
2024-12-16,PRD003,WH02,155,214
2024-12-23,PRD003,WH02,212,214
2024-12-30,PRD003,WH02,214,214
2025-01-06,PRD003,WH02,107,214
2025-01-13,PRD003,WH02,142,214
2025-01-20,PRD003,WH02,79,214
2025-01-27,PRD003,WH02,0,214
2025-02-03,PRD003,WH02,0,214
2025-02-10,PRD003,WH02,0,214
2025-02-17,PRD003,WH02,0,214
2025-02-24,PRD003,WH02,8,214
2025-03-03,PRD003,WH02,0,214
2025-03-10,PRD003,WH02,0,214
2025-03-17,PRD003,WH02,0,214
2025-03-24,PRD003,WH02,25,214
2025-03-31,PRD003,WH02,6,214
2025-04-07,PRD003,WH02,12,214
2025-04-14,PRD003,WH02,63,214
2025-04-21,PRD003,WH02,0,214
2025-04-28,PRD003,WH02,0,214
2025-05-05,PRD003,WH02,43,214
2025-05-12,PRD003,WH02,26,214
2025-05-19,PRD003,WH02,33,214
2025-05-26,PRD003,WH02,59,214
2025-06-02,PRD003,WH02,115,214
2025-06-09,PRD003,WH02,118,214
2025-06-16,PRD003,WH02,18,214
2025-06-23,PRD003,WH02,78,214
2025-06-30,PRD003,WH02,80,214
2025-07-07,PRD003,WH02,39,214
2025-07-14,PRD003,WH02,0,214
2025-07-21,PRD003,WH02,0,214
2025-07-28,PRD003,WH02,0,214
2025-08-04,PRD003,WH02,0,214
2025-08-11,PRD003,WH02,0,214
2025-08-18,PRD003,WH02,0,214
2025-08-25,PRD003,WH02,26,214
2025-09-01,PRD003,WH02,0,214
2025-09-08,PRD003,WH02,3,214
2025-09-15,PRD003,WH02,0,214
2025-09-22,PRD003,WH02,86,214
2025-09-29,PRD003,WH02,163,214
2025-10-06,PRD003,WH02,105,214
2025-10-13,PRD003,WH02,79,214
2025-10-20,PRD003,WH02,68,214
2025-10-27,PRD003,WH02,156,214
2025-11-03,PRD003,WH02,157,214
2025-11-10,PRD003,WH02,103,214
2025-11-17,PRD003,WH02,66,214
2025-11-24,PRD003,WH02,75,214
2025-12-01,PRD003,WH02,0,214
2025-12-08,PRD003,WH02,60,214
2025-12-15,PRD003,WH02,140,214
2025-12-22,PRD003,WH02,234,214
2025-12-29,PRD003,WH02,152,214
2024-01-01,PRD004,WH02,741,221
2024-01-08,PRD004,WH02,779,221
2024-01-15,PRD004,WH02,677,221
2024-01-22,PRD004,WH02,598,221
2024-01-29,PRD004,WH02,656,221
2024-02-05,PRD004,WH02,658,221
2024-02-12,PRD004,WH02,733,221
2024-02-19,PRD004,WH02,723,221
2024-02-26,PRD004,WH02,636,221
2024-03-04,PRD004,WH02,636,221
2024-03-11,PRD004,WH02,697,221
2024-03-18,PRD004,WH02,634,221
2024-03-25,PRD004,WH02,528,221
2024-04-01,PRD004,WH02,436,221
2024-04-08,PRD004,WH02,500,221
2024-04-15,PRD004,WH02,513,221
2024-04-22,PRD004,WH02,438,221
2024-04-29,PRD004,WH02,422,221
2024-05-06,PRD004,WH02,372,221
2024-05-13,PRD004,WH02,278,221
2024-05-20,PRD004,WH02,374,221
2024-05-27,PRD004,WH02,382,221
2024-06-03,PRD004,WH02,334,221
2024-06-10,PRD004,WH02,363,221
2024-06-17,PRD004,WH02,392,221
2024-06-24,PRD004,WH02,452,221
2024-07-01,PRD004,WH02,455,221
2024-07-08,PRD004,WH02,528,221
2024-07-15,PRD004,WH02,605,221
2024-07-22,PRD004,WH02,597,221
2024-07-29,PRD004,WH02,569,221
2024-08-05,PRD004,WH02,641,221
2024-08-12,PRD004,WH02,575,221
2024-08-19,PRD004,WH02,663,221
2024-08-26,PRD004,WH02,653,221
2024-09-02,PRD004,WH02,576,221
2024-09-09,PRD004,WH02,492,221
2024-09-16,PRD004,WH02,409,221
2024-09-23,PRD004,WH02,484,221
2024-09-30,PRD004,WH02,368,221
2024-10-07,PRD004,WH02,270,221
2024-10-14,PRD004,WH02,337,221
2024-10-21,PRD004,WH02,258,221
2024-10-28,PRD004,WH02,346,221
2024-11-04,PRD004,WH02,323,221
2024-11-11,PRD004,WH02,354,221
2024-11-18,PRD004,WH02,403,221
2024-11-25,PRD004,WH02,330,221
2024-12-02,PRD004,WH02,331,221
2024-12-09,PRD004,WH02,216,221
2024-12-16,PRD004,WH02,290,221
2024-12-23,PRD004,WH02,185,221
2024-12-30,PRD004,WH02,221,221
2025-01-06,PRD004,WH02,302,221
2025-01-13,PRD004,WH02,239,221
2025-01-20,PRD004,WH02,249,221
2025-01-27,PRD004,WH02,231,221
2025-02-03,PRD004,WH02,220,221
2025-02-10,PRD004,WH02,121,221
2025-02-17,PRD004,WH02,65,221
2025-02-24,PRD004,WH02,103,221
2025-03-03,PRD004,WH02,0,221
2025-03-10,PRD004,WH02,98,221
2025-03-17,PRD004,WH02,96,221
2025-03-24,PRD004,WH02,13,221
2025-03-31,PRD004,WH02,40,221
2025-04-07,PRD004,WH02,112,221
2025-04-14,PRD004,WH02,78,221
2025-04-21,PRD004,WH02,82,221
2025-04-28,PRD004,WH02,25,221
2025-05-05,PRD004,WH02,100,221
2025-05-12,PRD004,WH02,9,221
2025-05-19,PRD004,WH02,84,221
2025-05-26,PRD004,WH02,80,221
2025-06-02,PRD004,WH02,94,221
2025-06-09,PRD004,WH02,162,221
2025-06-16,PRD004,WH02,133,221
2025-06-23,PRD004,WH02,192,221
2025-06-30,PRD004,WH02,196,221
2025-07-07,PRD004,WH02,234,221
2025-07-14,PRD004,WH02,130,221
2025-07-21,PRD004,WH02,215,221
2025-07-28,PRD004,WH02,113,221
2025-08-04,PRD004,WH02,127,221
2025-08-11,PRD004,WH02,128,221
2025-08-18,PRD004,WH02,118,221
2025-08-25,PRD004,WH02,20,221
2025-09-01,PRD004,WH02,0,221
2025-09-08,PRD004,WH02,2,221
2025-09-15,PRD004,WH02,0,221
2025-09-22,PRD004,WH02,0,221
2025-09-29,PRD004,WH02,0,221
2025-10-06,PRD004,WH02,18,221
2025-10-13,PRD004,WH02,0,221
2025-10-20,PRD004,WH02,42,221
2025-10-27,PRD004,WH02,0,221
2025-11-03,PRD004,WH02,35,221
2025-11-10,PRD004,WH02,100,221
2025-11-17,PRD004,WH02,114,221
2025-11-24,PRD004,WH02,120,221
2025-12-01,PRD004,WH02,16,221
2025-12-08,PRD004,WH02,0,221
2025-12-15,PRD004,WH02,29,221
2025-12-22,PRD004,WH02,64,221
2025-12-29,PRD004,WH02,0,221
2024-01-01,PRD005,WH02,584,423
2024-01-08,PRD005,WH02,675,423
2024-01-15,PRD005,WH02,743,423
2024-01-22,PRD005,WH02,825,423
2024-01-29,PRD005,WH02,877,423
2024-02-05,PRD005,WH02,777,423
2024-02-12,PRD005,WH02,866,423
2024-02-19,PRD005,WH02,929,423
2024-02-26,PRD005,WH02,996,423
2024-03-04,PRD005,WH02,970,423
2024-03-11,PRD005,WH02,1044,423
2024-03-18,PRD005,WH02,1087,423
2024-03-25,PRD005,WH02,1135,423
2024-04-01,PRD005,WH02,1033,423
2024-04-08,PRD005,WH02,960,423
2024-04-15,PRD005,WH02,974,423
2024-04-22,PRD005,WH02,947,423
2024-04-29,PRD005,WH02,1029,423
2024-05-06,PRD005,WH02,1047,423
2024-05-13,PRD005,WH02,1135,423
2024-05-20,PRD005,WH02,1203,423
2024-05-27,PRD005,WH02,1178,423
2024-06-03,PRD005,WH02,1172,423
2024-06-10,PRD005,WH02,1055,423
2024-06-17,PRD005,WH02,1118,423
2024-06-24,PRD005,WH02,1131,423
2024-07-01,PRD005,WH02,1200,423
2024-07-08,PRD005,WH02,1194,423
2024-07-15,PRD005,WH02,1231,423
2024-07-22,PRD005,WH02,1297,423
2024-07-29,PRD005,WH02,1219,423
2024-08-05,PRD005,WH02,1203,423
2024-08-12,PRD005,WH02,1271,423
2024-08-19,PRD005,WH02,1206,423
2024-08-26,PRD005,WH02,1143,423
2024-09-02,PRD005,WH02,1209,423
2024-09-09,PRD005,WH02,1293,423
2024-09-16,PRD005,WH02,1365,423
2024-09-23,PRD005,WH02,1432,423
2024-09-30,PRD005,WH02,1364,423
2024-10-07,PRD005,WH02,1254,423
2024-10-14,PRD005,WH02,1213,423
2024-10-21,PRD005,WH02,1201,423
2024-10-28,PRD005,WH02,1129,423
2024-11-04,PRD005,WH02,1050,423
2024-11-11,PRD005,WH02,1146,423
2024-11-18,PRD005,WH02,1135,423
2024-11-25,PRD005,WH02,1076,423
2024-12-02,PRD005,WH02,1149,423
2024-12-09,PRD005,WH02,1119,423
2024-12-16,PRD005,WH02,1018,423
2024-12-23,PRD005,WH02,914,423
2024-12-30,PRD005,WH02,909,423
2025-01-06,PRD005,WH02,1005,423
2025-01-13,PRD005,WH02,1056,423
2025-01-20,PRD005,WH02,951,423
2025-01-27,PRD005,WH02,888,423
2025-02-03,PRD005,WH02,894,423
2025-02-10,PRD005,WH02,922,423
2025-02-17,PRD005,WH02,854,423
2025-02-24,PRD005,WH02,815,423
2025-03-03,PRD005,WH02,832,423
2025-03-10,PRD005,WH02,834,423
2025-03-17,PRD005,WH02,719,423
2025-03-24,PRD005,WH02,615,423
2025-03-31,PRD005,WH02,506,423
2025-04-07,PRD005,WH02,427,423
2025-04-14,PRD005,WH02,366,423
2025-04-21,PRD005,WH02,406,423
2025-04-28,PRD005,WH02,321,423
2025-05-05,PRD005,WH02,223,423
2025-05-12,PRD005,WH02,105,423
2025-05-19,PRD005,WH02,105,423
2025-05-26,PRD005,WH02,185,423
2025-06-02,PRD005,WH02,131,423
2025-06-09,PRD005,WH02,72,423
2025-06-16,PRD005,WH02,125,423
2025-06-23,PRD005,WH02,13,423
2025-06-30,PRD005,WH02,0,423
2025-07-07,PRD005,WH02,0,423
2025-07-14,PRD005,WH02,0,423
2025-07-21,PRD005,WH02,57,423
2025-07-28,PRD005,WH02,31,423
2025-08-04,PRD005,WH02,22,423
2025-08-11,PRD005,WH02,29,423
2025-08-18,PRD005,WH02,0,423
2025-08-25,PRD005,WH02,0,423
2025-09-01,PRD005,WH02,94,423
2025-09-08,PRD005,WH02,6,423
2025-09-15,PRD005,WH02,54,423
2025-09-22,PRD005,WH02,25,423
2025-09-29,PRD005,WH02,0,423
2025-10-06,PRD005,WH02,0,423
2025-10-13,PRD005,WH02,0,423
2025-10-20,PRD005,WH02,0,423
2025-10-27,PRD005,WH02,0,423
2025-11-03,PRD005,WH02,0,423
2025-11-10,PRD005,WH02,0,423
2025-11-17,PRD005,WH02,0,423
2025-11-24,PRD005,WH02,2,423
2025-12-01,PRD005,WH02,0,423
2025-12-08,PRD005,WH02,0,423
2025-12-15,PRD005,WH02,84,423
2025-12-22,PRD005,WH02,2,423
2025-12-29,PRD005,WH02,0,423
2024-01-01,PRD006,WH02,163,229
2024-01-08,PRD006,WH02,228,229
2024-01-15,PRD006,WH02,145,229
2024-01-22,PRD006,WH02,89,229
2024-01-29,PRD006,WH02,0,229
2024-02-05,PRD006,WH02,0,229
2024-02-12,PRD006,WH02,25,229
2024-02-19,PRD006,WH02,0,229
2024-02-26,PRD006,WH02,0,229
2024-03-04,PRD006,WH02,25,229
2024-03-11,PRD006,WH02,54,229
2024-03-18,PRD006,WH02,108,229
2024-03-25,PRD006,WH02,63,229
2024-04-01,PRD006,WH02,17,229
2024-04-08,PRD006,WH02,97,229
2024-04-15,PRD006,WH02,102,229
2024-04-22,PRD006,WH02,92,229
2024-04-29,PRD006,WH02,89,229
2024-05-06,PRD006,WH02,124,229
2024-05-13,PRD006,WH02,45,229
2024-05-20,PRD006,WH02,0,229
2024-05-27,PRD006,WH02,26,229
2024-06-03,PRD006,WH02,0,229
2024-06-10,PRD006,WH02,0,229
2024-06-17,PRD006,WH02,34,229
2024-06-24,PRD006,WH02,0,229
2024-07-01,PRD006,WH02,0,229
2024-07-08,PRD006,WH02,0,229
2024-07-15,PRD006,WH02,71,229
2024-07-22,PRD006,WH02,142,229
2024-07-29,PRD006,WH02,206,229
2024-08-05,PRD006,WH02,204,229
2024-08-12,PRD006,WH02,133,229
2024-08-19,PRD006,WH02,104,229
2024-08-26,PRD006,WH02,82,229
2024-09-02,PRD006,WH02,0,229
2024-09-09,PRD006,WH02,0,229
2024-09-16,PRD006,WH02,0,229
2024-09-23,PRD006,WH02,34,229
2024-09-30,PRD006,WH02,0,229
2024-10-07,PRD006,WH02,0,229
2024-10-14,PRD006,WH02,34,229
2024-10-21,PRD006,WH02,2,229
2024-10-28,PRD006,WH02,0,229
2024-11-04,PRD006,WH02,0,229
2024-11-11,PRD006,WH02,0,229
2024-11-18,PRD006,WH02,51,229
2024-11-25,PRD006,WH02,28,229
2024-12-02,PRD006,WH02,0,229
2024-12-09,PRD006,WH02,0,229
2024-12-16,PRD006,WH02,0,229
2024-12-23,PRD006,WH02,82,229
2024-12-30,PRD006,WH02,138,229
2025-01-06,PRD006,WH02,46,229
2025-01-13,PRD006,WH02,130,229
2025-01-20,PRD006,WH02,145,229
2025-01-27,PRD006,WH02,149,229
2025-02-03,PRD006,WH02,116,229
2025-02-10,PRD006,WH02,55,229
2025-02-17,PRD006,WH02,62,229
2025-02-24,PRD006,WH02,34,229
2025-03-03,PRD006,WH02,106,229
2025-03-10,PRD006,WH02,62,229
2025-03-17,PRD006,WH02,123,229
2025-03-24,PRD006,WH02,27,229
2025-03-31,PRD006,WH02,41,229
2025-04-07,PRD006,WH02,0,229
2025-04-14,PRD006,WH02,0,229
2025-04-21,PRD006,WH02,0,229
2025-04-28,PRD006,WH02,0,229
2025-05-05,PRD006,WH02,10,229
2025-05-12,PRD006,WH02,72,229
2025-05-19,PRD006,WH02,76,229
2025-05-26,PRD006,WH02,91,229
2025-06-02,PRD006,WH02,18,229
2025-06-09,PRD006,WH02,90,229
2025-06-16,PRD006,WH02,173,229
2025-06-23,PRD006,WH02,147,229
2025-06-30,PRD006,WH02,118,229
2025-07-07,PRD006,WH02,80,229
2025-07-14,PRD006,WH02,41,229
2025-07-21,PRD006,WH02,100,229
2025-07-28,PRD006,WH02,184,229
2025-08-04,PRD006,WH02,181,229
2025-08-11,PRD006,WH02,98,229
2025-08-18,PRD006,WH02,127,229
2025-08-25,PRD006,WH02,191,229
2025-09-01,PRD006,WH02,197,229
2025-09-08,PRD006,WH02,181,229
2025-09-15,PRD006,WH02,73,229
2025-09-22,PRD006,WH02,116,229
2025-09-29,PRD006,WH02,49,229
2025-10-06,PRD006,WH02,33,229
2025-10-13,PRD006,WH02,87,229
2025-10-20,PRD006,WH02,13,229
2025-10-27,PRD006,WH02,0,229
2025-11-03,PRD006,WH02,0,229
2025-11-10,PRD006,WH02,0,229
2025-11-17,PRD006,WH02,0,229
2025-11-24,PRD006,WH02,87,229
2025-12-01,PRD006,WH02,177,229
2025-12-08,PRD006,WH02,94,229
2025-12-15,PRD006,WH02,90,229
2025-12-22,PRD006,WH02,79,229
2025-12-29,PRD006,WH02,134,229
2024-01-01,PRD007,WH02,406,491
2024-01-08,PRD007,WH02,475,491
2024-01-15,PRD007,WH02,441,491
2024-01-22,PRD007,WH02,321,491
2024-01-29,PRD007,WH02,414,491
2024-02-05,PRD007,WH02,484,491
2024-02-12,PRD007,WH02,571,491
2024-02-19,PRD007,WH02,570,491
2024-02-26,PRD007,WH02,491,491
2024-03-04,PRD007,WH02,480,491
2024-03-11,PRD007,WH02,554,491
2024-03-18,PRD007,WH02,563,491
2024-03-25,PRD007,WH02,631,491
2024-04-01,PRD007,WH02,613,491
2024-04-08,PRD007,WH02,620,491
2024-04-15,PRD007,WH02,560,491
2024-04-22,PRD007,WH02,577,491
2024-04-29,PRD007,WH02,492,491
2024-05-06,PRD007,WH02,474,491
2024-05-13,PRD007,WH02,410,491
2024-05-20,PRD007,WH02,305,491
2024-05-27,PRD007,WH02,325,491
2024-06-03,PRD007,WH02,366,491
2024-06-10,PRD007,WH02,267,491
2024-06-17,PRD007,WH02,293,491
2024-06-24,PRD007,WH02,318,491
2024-07-01,PRD007,WH02,245,491
2024-07-08,PRD007,WH02,262,491
2024-07-15,PRD007,WH02,352,491
2024-07-22,PRD007,WH02,258,491
2024-07-29,PRD007,WH02,279,491
2024-08-05,PRD007,WH02,298,491
2024-08-12,PRD007,WH02,381,491
2024-08-19,PRD007,WH02,346,491
2024-08-26,PRD007,WH02,362,491
2024-09-02,PRD007,WH02,404,491
2024-09-09,PRD007,WH02,297,491
2024-09-16,PRD007,WH02,200,491
2024-09-23,PRD007,WH02,274,491
2024-09-30,PRD007,WH02,253,491
2024-10-07,PRD007,WH02,222,491
2024-10-14,PRD007,WH02,147,491
2024-10-21,PRD007,WH02,52,491
2024-10-28,PRD007,WH02,105,491
2024-11-04,PRD007,WH02,55,491
2024-11-11,PRD007,WH02,0,491
2024-11-18,PRD007,WH02,12,491
2024-11-25,PRD007,WH02,0,491
2024-12-02,PRD007,WH02,0,491
2024-12-09,PRD007,WH02,96,491
2024-12-16,PRD007,WH02,36,491
2024-12-23,PRD007,WH02,57,491
2024-12-30,PRD007,WH02,0,491
2025-01-06,PRD007,WH02,50,491
2025-01-13,PRD007,WH02,5,491
2025-01-20,PRD007,WH02,74,491
2025-01-27,PRD007,WH02,133,491
2025-02-03,PRD007,WH02,135,491
2025-02-10,PRD007,WH02,209,491
2025-02-17,PRD007,WH02,305,491
2025-02-24,PRD007,WH02,357,491
2025-03-03,PRD007,WH02,259,491
2025-03-10,PRD007,WH02,232,491
2025-03-17,PRD007,WH02,244,491
2025-03-24,PRD007,WH02,181,491
2025-03-31,PRD007,WH02,157,491
2025-04-07,PRD007,WH02,204,491
2025-04-14,PRD007,WH02,95,491
2025-04-21,PRD007,WH02,68,491
2025-04-28,PRD007,WH02,0,491
2025-05-05,PRD007,WH02,0,491
2025-05-12,PRD007,WH02,50,491
2025-05-19,PRD007,WH02,0,491
2025-05-26,PRD007,WH02,7,491
2025-06-02,PRD007,WH02,89,491
2025-06-09,PRD007,WH02,110,491
2025-06-16,PRD007,WH02,176,491
2025-06-23,PRD007,WH02,136,491
2025-06-30,PRD007,WH02,111,491
2025-07-07,PRD007,WH02,25,491
2025-07-14,PRD007,WH02,0,491
2025-07-21,PRD007,WH02,0,491
2025-07-28,PRD007,WH02,0,491
2025-08-04,PRD007,WH02,0,491
2025-08-11,PRD007,WH02,97,491
2025-08-18,PRD007,WH02,14,491
2025-08-25,PRD007,WH02,10,491
2025-09-01,PRD007,WH02,0,491
2025-09-08,PRD007,WH02,0,491
2025-09-15,PRD007,WH02,0,491
2025-09-22,PRD007,WH02,89,491
2025-09-29,PRD007,WH02,63,491
2025-10-06,PRD007,WH02,0,491
2025-10-13,PRD007,WH02,80,491
2025-10-20,PRD007,WH02,0,491
2025-10-27,PRD007,WH02,0,491
2025-11-03,PRD007,WH02,97,491
2025-11-10,PRD007,WH02,53,491
2025-11-17,PRD007,WH02,0,491
2025-11-24,PRD007,WH02,0,491
2025-12-01,PRD007,WH02,12,491
2025-12-08,PRD007,WH02,38,491
2025-12-15,PRD007,WH02,44,491
2025-12-22,PRD007,WH02,103,491
2025-12-29,PRD007,WH02,93,491
2024-01-01,PRD008,WH02,700,344
2024-01-08,PRD008,WH02,722,344
2024-01-15,PRD008,WH02,787,344
2024-01-22,PRD008,WH02,693,344
2024-01-29,PRD008,WH02,653,344
2024-02-05,PRD008,WH02,623,344
2024-02-12,PRD008,WH02,721,344
2024-02-19,PRD008,WH02,736,344
2024-02-26,PRD008,WH02,663,344
2024-03-04,PRD008,WH02,568,344
2024-03-11,PRD008,WH02,525,344
2024-03-18,PRD008,WH02,413,344
2024-03-25,PRD008,WH02,496,344
2024-04-01,PRD008,WH02,518,344
2024-04-08,PRD008,WH02,495,344
2024-04-15,PRD008,WH02,483,344
2024-04-22,PRD008,WH02,576,344
2024-04-29,PRD008,WH02,595,344
2024-05-06,PRD008,WH02,563,344
2024-05-13,PRD008,WH02,475,344
2024-05-20,PRD008,WH02,476,344
2024-05-27,PRD008,WH02,467,344
2024-06-03,PRD008,WH02,452,344
2024-06-10,PRD008,WH02,463,344
2024-06-17,PRD008,WH02,347,344
2024-06-24,PRD008,WH02,242,344
2024-07-01,PRD008,WH02,302,344
2024-07-08,PRD008,WH02,226,344
2024-07-15,PRD008,WH02,173,344
2024-07-22,PRD008,WH02,71,344
2024-07-29,PRD008,WH02,0,344
2024-08-05,PRD008,WH02,10,344
2024-08-12,PRD008,WH02,0,344
2024-08-19,PRD008,WH02,0,344
2024-08-26,PRD008,WH02,98,344
2024-09-02,PRD008,WH02,10,344
2024-09-09,PRD008,WH02,101,344
2024-09-16,PRD008,WH02,21,344
2024-09-23,PRD008,WH02,0,344
2024-09-30,PRD008,WH02,0,344
2024-10-07,PRD008,WH02,0,344
2024-10-14,PRD008,WH02,0,344
2024-10-21,PRD008,WH02,0,344
2024-10-28,PRD008,WH02,0,344
2024-11-04,PRD008,WH02,0,344
2024-11-11,PRD008,WH02,51,344
2024-11-18,PRD008,WH02,50,344
2024-11-25,PRD008,WH02,0,344
2024-12-02,PRD008,WH02,0,344
2024-12-09,PRD008,WH02,0,344
2024-12-16,PRD008,WH02,73,344
2024-12-23,PRD008,WH02,59,344
2024-12-30,PRD008,WH02,40,344
2025-01-06,PRD008,WH02,17,344
2025-01-13,PRD008,WH02,0,344
2025-01-20,PRD008,WH02,0,344
2025-01-27,PRD008,WH02,0,344
2025-02-03,PRD008,WH02,0,344
2025-02-10,PRD008,WH02,0,344
2025-02-17,PRD008,WH02,24,344
