ShipmentID,SupplierID,ProductID,WarehouseID,OrderDate,ExpectedDate,ActualDeliveryDate,OrderQty,ReceivedQty,DefectQty,UnitCost,TotalCost,OrderPriority,ShippingMode
SHP001676,SUP012,PRD017,WH02,2024-07-03,2024-07-14,2024-07-14,118,117,2,83.06,9801.08,Medium,Road
SHP001677,SUP004,PRD015,WH04,2024-02-08,2024-02-17,2024-02-15,481,474,13,77.03,37051.43,Medium,Road
SHP001678,SUP011,PRD019,WH06,2024-08-10,2024-08-21,2024-08-21,692,689,13,31.15,21555.8,Medium,Road
SHP001679,SUP005,PRD002,WH04,2024-07-02,2024-07-22,2024-07-25,174,172,1,116.24,20225.76,Low,Rail
SHP001680,SUP002,PRD012,WH01,2025-05-09,2025-05-24,2025-05-26,769,755,20,108.14,83159.66,Medium,Road
SHP001681,SUP017,PRD025,WH02,2025-03-02,2025-03-11,2025-03-09,153,151,2,11.16,1707.48,Medium,Rail
SHP001682,SUP008,PRD013,WH02,2024-06-26,2024-07-06,2024-07-11,922,915,26,37.62,34685.64,Medium,Rail
SHP001683,SUP006,PRD020,WH06,2025-03-03,2025-03-06,2025-03-07,219,219,0,23.69,5188.11,Medium,Road
SHP001684,SUP009,PRD014,WH05,2024-10-20,2024-11-07,2024-11-08,928,918,29,86.59,80355.52,Medium,Road
SHP001685,SUP013,PRD005,WH01,2024-05-30,2024-06-09,2024-06-07,484,481,16,88.51,42838.84,Low,Road
SHP001686,SUP011,PRD015,WH04,2025-01-18,2025-02-05,2025-02-07,838,825,21,137.53,115250.14,Low,Rail
SHP001687,SUP016,PRD006,WH06,2025-09-29,2025-10-16,2025-10-18,359,353,12,6.25,2243.75,High,Rail
SHP001688,SUP016,PRD022,WH05,2024-11-03,2024-11-10,2024-11-08,806,794,23,36.78,29644.68,Low,Road
SHP001689,SUP002,PRD008,WH03,2024-12-01,2024-12-12,2024-12-13,766,763,13,76.5,58599.0,Medium,Rail
SHP001690,SUP010,PRD017,WH06,2025-01-09,2025-01-16,2025-01-16,460,455,0,4.05,1863.0,Low,Road
SHP001691,SUP012,PRD001,WH01,2024-01-08,2024-01-26,2024-01-26,33,33,0,123.61,4079.13,Medium,Road
SHP001692,SUP008,PRD006,WH04,2024-12-06,2024-12-18,2024-12-17,193,191,5,9.99,1928.07,Low,Rail
SHP001693,SUP011,PRD007,WH02,2024-05-08,2024-05-15,2024-05-16,917,910,14,82.14,75322.38,Medium,Road
SHP001694,SUP010,PRD001,WH02,2025-10-30,2025-11-18,2025-11-20,294,294,0,98.78,29041.32,High,Rail
SHP001695,SUP013,PRD018,WH02,2024-12-17,2024-12-30,2024-12-30,867,866,24,113.53,98430.51,Medium,Road
SHP001696,SUP017,PRD001,WH05,2024-12-23,2025-01-07,2025-01-11,223,220,4,92.16,20551.68,Medium,Road
SHP001697,SUP007,PRD010,WH06,2025-05-31,2025-06-19,2025-06-19,676,673,17,33.16,22416.16,High,Rail
SHP001698,SUP003,PRD006,WH03,2025-05-09,2025-05-26,2025-05-28,747,747,11,101.53,75842.91,Low,Road
SHP001699,SUP020,PRD011,WH04,2024-03-26,2024-04-02,2024-04-08,927,919,25,122.26,113335.02,Medium,Road
SHP001700,SUP013,PRD024,WH02,2024-06-23,2024-07-12,2024-07-13,141,140,2,43.23,6095.43,Low,Sea
SHP001701,SUP019,PRD019,WH03,2024-07-11,2024-07-25,2024-07-31,989,980,42,12.89,12748.21,Medium,Road
SHP001702,SUP007,PRD025,WH02,2024-11-06,2024-11-16,2024-11-16,328,327,7,49.93,16377.04,Low,Road
SHP001703,SUP009,PRD013,WH02,2024-04-28,2024-05-02,2024-05-03,801,792,9,86.04,68918.04,High,Rail
SHP001704,SUP019,PRD021,WH03,2024-08-05,2024-08-22,2024-08-28,495,493,23,118.66,58736.7,Medium,Sea
SHP001705,SUP013,PRD017,WH02,2025-03-02,2025-03-12,2025-03-13,562,557,16,55.11,30971.82,Low,Road
SHP001706,SUP008,PRD025,WH01,2025-02-17,2025-02-26,2025-02-26,497,489,6,14.98,7445.06,Low,Sea
SHP001707,SUP018,PRD001,WH03,2024-04-23,2024-05-07,2024-05-10,603,594,4,114.61,69109.83,Medium,Road
SHP001708,SUP002,PRD001,WH04,2024-05-24,2024-05-27,2024-05-26,168,168,3,7.03,1181.04,High,Road
SHP001709,SUP018,PRD001,WH01,2025-06-21,2025-06-26,2025-06-28,495,489,8,102.09,50534.55,Medium,Road
SHP001710,SUP018,PRD014,WH06,2025-10-09,2025-10-28,2025-10-29,545,537,3,130.78,71275.1,Medium,Road
SHP001711,SUP011,PRD024,WH04,2024-10-29,2024-11-03,2024-11-04,564,555,8,149.11,84098.04,Medium,Rail
SHP001712,SUP001,PRD004,WH03,2025-08-10,2025-08-15,2025-08-17,36,36,0,62.86,2262.96,Medium,Rail
SHP001713,SUP014,PRD010,WH05,2024-12-10,2024-12-29,2024-12-28,272,269,4,70.7,19230.4,Low,Road
SHP001714,SUP016,PRD015,WH04,2024-01-01,2024-01-17,2024-01-17,972,969,7,42.37,41183.64,High,Sea
SHP001715,SUP011,PRD019,WH01,2024-05-26,2024-06-06,2024-06-07,890,881,5,139.41,124074.9,Medium,Sea
SHP001716,SUP001,PRD018,WH01,2024-10-13,2024-10-18,2024-10-19,464,456,0,16.92,7850.88,High,Road
SHP001717,SUP007,PRD011,WH04,2025-10-15,2025-10-25,2025-10-26,550,547,13,75.25,41387.5,High,Rail
SHP001718,SUP016,PRD009,WH01,2024-02-22,2024-03-09,2024-03-13,388,383,11,103.35,40099.8,Low,Road
SHP001719,SUP014,PRD020,WH04,2024-10-30,2024-11-04,2024-11-05,374,374,7,55.04,20584.96,High,Rail
SHP001720,SUP015,PRD013,WH04,2024-03-09,2024-03-26,2024-04-01,903,888,32,3.45,3115.35,High,Road
SHP001721,SUP014,PRD021,WH01,2024-12-26,2025-01-08,2025-01-12,389,387,4,132.58,51573.62,Low,Road
SHP001722,SUP011,PRD007,WH05,2025-08-24,2025-08-30,2025-09-02,177,176,0,6.68,1182.36,Medium,Road
SHP001723,SUP016,PRD021,WH02,2024-08-07,2024-08-27,2024-08-29,893,888,20,7.01,6259.93,Medium,Road
SHP001724,SUP019,PRD004,WH05,2025-07-28,2025-08-17,2025-08-16,838,827,25,58.81,49282.78,Low,Sea
SHP001725,SUP017,PRD016,WH04,2025-08-07,2025-08-21,2025-08-23,403,402,15,103.88,41863.64,Medium,Rail
SHP001726,SUP006,PRD009,WH04,2024-06-09,2024-06-20,2024-06-20,196,194,3,66.1,12955.6,Medium,Road
SHP001727,SUP011,PRD021,WH01,2025-11-11,2025-11-29,2025-11-27,130,130,1,135.03,17553.9,Medium,Road
SHP001728,SUP017,PRD011,WH05,2024-03-29,2024-04-08,2024-04-10,648,640,6,129.39,83844.72,Low,Sea
SHP001729,SUP009,PRD023,WH01,2025-11-18,2025-11-25,2025-11-23,891,884,12,37.32,33252.12,Medium,Road
SHP001730,SUP018,PRD014,WH02,2025-08-07,2025-08-12,2025-08-12,492,487,12,79.2,38966.4,Medium,Road
SHP001731,SUP017,PRD018,WH03,2025-08-11,2025-08-27,2025-08-29,153,153,3,44.38,6790.14,Medium,Road
SHP001732,SUP012,PRD023,WH04,2024-06-07,2024-06-15,2024-06-16,53,53,0,122.6,6497.8,Medium,Rail
SHP001733,SUP005,PRD012,WH02,2025-05-03,2025-05-23,2025-05-24,617,611,12,103.95,64137.15,High,Road
SHP001734,SUP011,PRD002,WH02,2024-11-19,2024-11-29,2024-12-02,767,758,33,37.48,28747.16,High,Sea
SHP001735,SUP004,PRD017,WH04,2025-09-01,2025-09-11,2025-09-13,27,27,0,71.88,1940.76,Low,Road
SHP001736,SUP004,PRD011,WH02,2025-01-15,2025-01-29,2025-01-31,734,721,4,132.91,97555.94,Medium,Rail
SHP001737,SUP003,PRD023,WH06,2024-04-11,2024-04-27,2024-04-25,933,930,11,101.76,94942.08,High,Sea
SHP001738,SUP017,PRD022,WH06,2025-05-08,2025-05-15,2025-05-21,724,720,6,123.97,89754.28,Low,Road
SHP001739,SUP007,PRD024,WH05,2025-10-05,2025-10-22,2025-10-23,996,996,12,65.47,65208.12,Medium,Road
SHP001740,SUP004,PRD014,WH02,2025-09-05,2025-09-14,2025-09-14,932,923,7,110.07,102585.24,Medium,Rail
SHP001741,SUP013,PRD004,WH05,2024-01-19,2024-01-29,2024-01-27,761,758,18,5.41,4117.01,Medium,Rail
SHP001742,SUP012,PRD001,WH03,2025-03-29,2025-04-04,2025-04-10,356,352,11,44.36,15792.16,Medium,Rail
SHP001743,SUP001,PRD006,WH03,2025-04-26,2025-05-15,2025-05-17,390,388,0,132.44,51651.6,Medium,Road
SHP001744,SUP019,PRD012,WH01,2025-08-16,2025-08-29,2025-09-02,335,333,7,120.22,40273.7,Medium,Rail
SHP001745,SUP020,PRD023,WH05,2025-01-31,2025-02-10,2025-02-10,819,819,33,75.08,61490.52,Low,Rail
SHP001746,SUP018,PRD016,WH03,2024-10-05,2024-10-14,2024-10-13,974,971,28,69.28,67478.72,Low,Rail
SHP001747,SUP011,PRD018,WH03,2024-12-30,2025-01-09,2025-01-10,746,737,0,141.26,105379.96,High,Road
SHP001748,SUP020,PRD020,WH04,2024-11-26,2024-12-11,2024-12-17,424,418,1,76.5,32436.0,Low,Rail
SHP001749,SUP003,PRD018,WH05,2025-10-02,2025-10-11,2025-10-09,111,110,0,55.39,6148.29,Low,Road
SHP001750,SUP017,PRD015,WH01,2024-12-09,2024-12-17,2024-12-21,725,717,13,53.6,38860.0,Medium,Road
SHP001751,SUP012,PRD008,WH02,2025-03-30,2025-04-04,2025-04-05,350,345,13,97.01,33953.5,Medium,Road
SHP001752,SUP010,PRD021,WH05,2025-08-23,2025-08-29,2025-08-27,308,308,0,55.3,17032.4,Low,Sea
SHP001753,SUP008,PRD024,WH06,2025-10-16,2025-10-23,2025-10-21,622,616,18,120.42,74901.24,Low,Sea
SHP001754,SUP015,PRD015,WH02,2024-03-05,2024-03-23,2024-03-31,406,399,10,132.77,53904.62,Medium,Rail
SHP001755,SUP005,PRD017,WH06,2024-03-16,2024-03-26,2024-03-28,870,863,0,16.9,14703.0,Low,Road
SHP001756,SUP004,PRD019,WH06,2024-05-22,2024-05-31,2024-05-31,102,101,1,72.77,7422.54,Low,Road
SHP001757,SUP020,PRD006,WH02,2025-08-27,2025-08-30,2025-09-01,520,512,16,11.23,5839.6,Medium,Road
SHP001758,SUP019,PRD006,WH02,2025-04-17,2025-04-28,2025-04-30,831,826,26,88.31,73385.61,High,Sea
SHP001759,SUP004,PRD017,WH03,2025-02-20,2025-03-09,2025-03-10,217,216,4,101.8,22090.6,Medium,Sea
SHP001760,SUP015,PRD009,WH05,2024-10-31,2024-11-04,2024-11-07,814,808,45,61.48,50044.72,Medium,Sea
SHP001761,SUP017,PRD024,WH01,2025-05-11,2025-05-28,2025-05-28,634,631,8,126.15,79979.1,Low,Rail
SHP001762,SUP012,PRD010,WH05,2024-10-17,2024-10-24,2024-10-25,398,395,20,21.15,8417.7,High,Road
SHP001763,SUP003,PRD009,WH02,2024-04-11,2024-04-24,2024-04-22,896,886,20,113.29,101507.84,Medium,Road
SHP001764,SUP010,PRD008,WH06,2024-09-23,2024-10-01,2024-10-05,733,733,0,120.97,88671.01,Medium,Sea
SHP001765,SUP015,PRD024,WH05,2025-09-13,2025-09-16,2025-09-19,187,185,6,49.03,9168.61,Medium,Rail
SHP001766,SUP010,PRD014,WH05,2024-01-03,2024-01-20,2024-01-19,302,301,0,7.12,2150.24,Low,Rail
SHP001767,SUP018,PRD007,WH05,2024-03-25,2024-04-10,2024-04-16,845,839,27,29.52,24944.4,High,Road
SHP001768,SUP001,PRD015,WH02,2024-11-23,2024-11-27,2024-11-27,85,85,1,85.47,7264.95,Medium,Air
SHP001769,SUP003,PRD009,WH04,2025-03-25,2025-04-14,2025-04-13,769,756,21,69.77,53653.13,Medium,Sea
SHP001770,SUP012,PRD025,WH04,2025-03-29,2025-04-14,2025-04-18,163,161,1,100.89,16445.07,Low,Road
SHP001771,SUP001,PRD011,WH04,2025-09-20,2025-10-04,2025-10-02,630,629,4,45.05,28381.5,Low,Road
SHP001772,SUP003,PRD023,WH05,2024-08-08,2024-08-12,2024-08-13,411,404,5,43.43,17849.73,High,Rail
SHP001773,SUP003,PRD020,WH04,2024-06-02,2024-06-08,2024-06-07,186,184,6,140.98,26222.28,Medium,Road
SHP001774,SUP005,PRD004,WH04,2025-10-26,2025-10-31,2025-10-30,527,521,0,21.9,11541.3,Low,Road
SHP001775,SUP019,PRD003,WH02,2024-01-12,2024-01-31,2024-02-03,976,969,31,116.34,113547.84,Medium,Road
SHP001776,SUP001,PRD014,WH05,2024-05-12,2024-06-01,2024-05-30,510,510,0,61.32,31273.2,Medium,Road
SHP001777,SUP004,PRD004,WH06,2024-10-30,2024-11-05,2024-11-03,607,607,15,106.43,64603.01,Medium,Rail
SHP001778,SUP004,PRD023,WH04,2024-10-19,2024-10-26,2024-10-24,679,670,5,132.36,89872.44,Medium,Air
SHP001779,SUP017,PRD013,WH06,2024-10-26,2024-10-29,2024-10-30,671,670,9,72.33,48533.43,Medium,Road
SHP001780,SUP014,PRD014,WH02,2024-02-12,2024-02-16,2024-02-19,647,647,31,75.42,48796.74,Medium,Road
SHP001781,SUP018,PRD015,WH06,2024-12-08,2024-12-21,2024-12-21,404,399,15,53.82,21743.28,Medium,Road
SHP001782,SUP001,PRD016,WH06,2024-11-21,2024-12-07,2024-12-07,293,293,10,86.53,25353.29,Medium,Sea
SHP001783,SUP016,PRD008,WH05,2025-05-12,2025-05-16,2025-05-19,568,561,14,28.78,16347.04,Medium,Rail
SHP001784,SUP003,PRD008,WH06,2024-12-29,2025-01-08,2025-01-09,367,366,10,79.66,29235.22,Medium,Road
SHP001785,SUP009,PRD011,WH06,2025-03-02,2025-03-19,2025-03-18,156,155,2,54.01,8425.56,Medium,Road
SHP001786,SUP004,PRD003,WH05,2024-01-21,2024-02-03,2024-02-04,529,523,2,123.92,65553.68,Medium,Rail
SHP001787,SUP005,PRD022,WH01,2025-02-10,2025-02-17,2025-02-17,757,754,0,126.66,95881.62,Low,Road
SHP001788,SUP011,PRD007,WH01,2025-09-10,2025-09-19,2025-09-21,196,196,2,35.03,6865.88,Low,Rail
SHP001789,SUP009,PRD001,WH05,2024-12-01,2024-12-18,2024-12-17,522,517,9,40.58,21182.76,Low,Road
SHP001790,SUP003,PRD019,WH05,2024-04-26,2024-05-03,2024-05-03,252,248,2,61.35,15460.2,High,Rail
SHP001791,SUP006,PRD020,WH02,2024-05-03,2024-05-18,2024-05-21,466,466,6,62.23,28999.18,Medium,Rail
SHP001792,SUP011,PRD007,WH06,2025-02-02,2025-02-05,2025-02-03,688,679,20,5.83,4011.04,Medium,Road
SHP001793,SUP009,PRD016,WH01,2024-02-20,2024-03-02,2024-03-06,921,920,7,72.38,66661.98,High,Road
SHP001794,SUP015,PRD010,WH04,2024-11-19,2024-11-28,2024-12-04,331,329,12,133.11,44059.41,Low,Sea
SHP001795,SUP003,PRD005,WH05,2024-05-20,2024-06-04,2024-06-06,620,611,1,115.45,71579.0,Medium,Rail
SHP001796,SUP001,PRD015,WH06,2025-04-14,2025-04-27,2025-04-27,889,884,11,85.03,75591.67,Medium,Road
SHP001797,SUP020,PRD023,WH03,2024-11-29,2024-12-04,2024-12-05,428,422,8,63.04,26981.12,Medium,Road
SHP001798,SUP019,PRD023,WH05,2025-01-07,2025-01-15,2025-01-16,504,501,17,40.56,20442.24,Medium,Sea
SHP001799,SUP014,PRD019,WH04,2025-07-17,2025-07-21,2025-07-25,574,565,16,140.81,80824.94,Low,Sea
SHP001800,SUP017,PRD021,WH03,2025-05-08,2025-05-19,2025-05-22,657,650,20,29.71,19519.47,High,Sea
SHP001801,SUP014,PRD005,WH06,2025-06-22,2025-07-04,2025-07-10,359,357,9,91.08,32697.72,Low,Road
SHP001802,SUP017,PRD024,WH05,2025-10-30,2025-11-19,2025-11-19,230,230,1,94.51,21737.3,Low,Road
SHP001803,SUP014,PRD004,WH05,2024-06-04,2024-06-17,2024-06-26,769,757,14,100.84,77545.96,Low,Sea
SHP001804,SUP012,PRD021,WH06,2024-10-17,2024-10-29,2024-11-02,249,247,6,138.7,34536.3,High,Road
SHP001805,SUP016,PRD025,WH04,2025-10-09,2025-10-16,2025-10-15,394,391,12,12.94,5098.36,Medium,Road
SHP001806,SUP001,PRD020,WH01,2024-05-23,2024-05-29,2024-05-28,507,502,4,39.68,20117.76,Medium,Sea
SHP001807,SUP013,PRD005,WH06,2024-04-15,2024-05-05,2024-05-07,463,461,12,127.86,59199.18,Medium,Rail
SHP001808,SUP006,PRD009,WH06,2025-02-23,2025-03-10,2025-03-08,449,447,0,101.73,45676.77,Medium,Road
SHP001809,SUP017,PRD022,WH05,2025-10-31,2025-11-19,2025-11-23,272,269,4,93.06,25312.32,High,Rail
SHP001810,SUP012,PRD014,WH05,2025-10-19,2025-11-07,2025-11-10,771,759,28,108.03,83291.13,Low,Road
SHP001811,SUP019,PRD025,WH04,2024-01-02,2024-01-20,2024-01-27,144,144,5,99.36,14307.84,High,Rail
SHP001812,SUP006,PRD002,WH04,2025-08-11,2025-08-27,2025-08-25,458,453,0,45.68,20921.44,Medium,Rail
SHP001813,SUP007,PRD003,WH03,2025-10-05,2025-10-17,2025-10-15,890,886,6,82.44,73371.6,Low,Road
SHP001814,SUP001,PRD007,WH04,2024-03-30,2024-04-09,2024-04-09,957,952,8,80.43,76971.51,Low,Road
SHP001815,SUP001,PRD003,WH04,2024-12-10,2024-12-19,2024-12-21,168,166,1,80.61,13542.48,Medium,Road
SHP001816,SUP005,PRD006,WH03,2024-12-15,2024-12-23,2024-12-24,800,790,9,67.23,53784.0,Low,Road
SHP001817,SUP006,PRD011,WH02,2025-04-03,2025-04-23,2025-04-21,171,171,0,36.58,6255.18,Low,Road
SHP001818,SUP016,PRD025,WH06,2024-09-19,2024-10-07,2024-10-07,937,925,1,90.48,84779.76,Medium,Road
SHP001819,SUP016,PRD005,WH02,2024-12-16,2024-12-26,2024-12-29,910,906,8,84.94,77295.4,High,Sea
SHP001820,SUP014,PRD016,WH06,2024-04-17,2024-05-06,2024-05-05,84,84,2,80.7,6778.8,Medium,Road
SHP001821,SUP001,PRD007,WH02,2025-08-08,2025-08-21,2025-08-20,965,948,4,118.65,114497.25,Medium,Air
SHP001822,SUP013,PRD014,WH06,2024-02-08,2024-02-18,2024-02-19,927,927,25,40.03,37107.81,Medium,Sea
SHP001823,SUP020,PRD012,WH05,2024-06-07,2024-06-10,2024-06-14,97,97,2,41.31,4007.07,Medium,Air
SHP001824,SUP010,PRD003,WH02,2025-08-05,2025-08-09,2025-08-13,953,945,0,13.8,13151.4,Medium,Rail
SHP001825,SUP010,PRD014,WH01,2024-11-07,2024-11-26,2024-11-28,220,219,0,45.3,9966.0,Medium,Road
SHP001826,SUP009,PRD010,WH04,2024-08-28,2024-09-13,2024-09-15,502,496,10,73.31,36801.62,Medium,Road
SHP001827,SUP013,PRD025,WH06,2025-03-20,2025-03-28,2025-03-30,333,329,5,31.26,10409.58,Low,Sea
SHP001828,SUP003,PRD001,WH02,2024-10-24,2024-10-28,2024-10-26,829,817,31,33.65,27895.85,High,Road
SHP001829,SUP018,PRD018,WH03,2024-02-05,2024-02-20,2024-02-19,983,967,21,123.92,121813.36,Low,Rail
SHP001830,SUP020,PRD020,WH02,2024-03-24,2024-03-31,2024-04-05,370,368,12,89.29,33037.3,Medium,Sea
SHP001831,SUP002,PRD021,WH01,2025-03-27,2025-04-08,2025-04-09,278,278,3,44.83,12462.74,Low,Sea
SHP001832,SUP017,PRD012,WH03,2025-01-19,2025-01-25,2025-01-26,718,712,9,82.29,59084.22,Low,Road
SHP001833,SUP019,PRD001,WH05,2024-06-20,2024-07-07,2024-07-13,227,227,8,105.72,23998.44,High,Sea
SHP001834,SUP013,PRD005,WH04,2025-01-10,2025-01-21,2025-01-26,307,303,7,44.19,13566.33,Low,Road
SHP001835,SUP013,PRD003,WH03,2025-11-15,2025-11-26,2025-12-01,766,765,27,118.0,90388.0,Low,Rail
SHP001836,SUP001,PRD019,WH01,2024-12-27,2025-01-03,2025-01-01,888,881,0,140.63,124879.44,Low,Road
SHP001837,SUP002,PRD001,WH01,2025-07-12,2025-07-28,2025-07-31,639,639,21,16.81,10741.59,Low,Road
SHP001838,SUP001,PRD006,WH04,2024-05-20,2024-05-29,2024-05-27,952,947,10,76.24,72580.48,Low,Rail
SHP001839,SUP005,PRD024,WH06,2024-04-27,2024-05-05,2024-05-05,434,431,6,107.58,46689.72,Medium,Road
SHP001840,SUP003,PRD008,WH05,2024-10-03,2024-10-19,2024-10-19,93,93,0,67.46,6273.78,Medium,Air
SHP001841,SUP007,PRD020,WH05,2024-08-07,2024-08-22,2024-08-20,236,236,0,38.87,9173.32,High,Rail
SHP001842,SUP013,PRD009,WH05,2024-01-26,2024-02-04,2024-02-05,300,300,6,82.35,24705.0,Medium,Rail
SHP001843,SUP018,PRD018,WH02,2025-06-04,2025-06-18,2025-06-18,438,432,15,39.15,17147.7,Medium,Road
SHP001844,SUP007,PRD014,WH04,2024-01-10,2024-01-20,2024-01-20,545,538,0,5.03,2741.35,High,Sea
SHP001845,SUP001,PRD009,WH04,2025-01-12,2025-01-29,2025-01-31,534,533,7,124.69,66584.46,Low,Road
SHP001846,SUP005,PRD008,WH03,2025-09-24,2025-10-04,2025-10-04,687,682,2,3.05,2095.35,Low,Sea
SHP001847,SUP017,PRD017,WH02,2025-09-28,2025-10-17,2025-10-16,571,567,11,121.45,69347.95,Medium,Air
SHP001848,SUP008,PRD018,WH03,2025-11-12,2025-12-02,2025-12-01,412,407,9,15.13,6233.56,Low,Road
SHP001849,SUP015,PRD007,WH06,2025-08-06,2025-08-15,2025-08-14,535,526,28,115.46,61771.1,Low,Road
SHP001850,SUP020,PRD001,WH01,2024-05-31,2024-06-19,2024-06-21,691,680,30,131.47,90845.77,Medium,Air
SHP001851,SUP004,PRD012,WH04,2024-02-18,2024-02-24,2024-02-27,612,606,12,9.43,5771.16,Low,Sea
SHP001852,SUP002,PRD007,WH05,2024-06-02,2024-06-11,2024-06-14,779,774,23,105.82,82433.78,Medium,Road
SHP001853,SUP005,PRD002,WH02,2024-10-19,2024-11-01,2024-10-30,223,221,2,30.39,6776.97,Low,Sea
SHP001854,SUP001,PRD008,WH05,2025-08-02,2025-08-13,2025-08-18,27,27,0,136.29,3679.83,Low,Rail
SHP001855,SUP005,PRD004,WH01,2024-02-19,2024-03-07,2024-03-09,380,379,0,90.37,34340.6,Medium,Road
SHP001856,SUP006,PRD010,WH06,2025-10-25,2025-11-14,2025-11-13,816,803,0,16.19,13211.04,High,Rail
SHP001857,SUP002,PRD009,WH04,2025-06-14,2025-06-18,2025-06-20,661,649,8,26.68,17635.48,Low,Road
SHP001858,SUP001,PRD003,WH04,2025-09-03,2025-09-06,2025-09-07,995,979,13,61.82,61510.9,Medium,Road
SHP001859,SUP004,PRD015,WH06,2024-02-29,2024-03-20,2024-03-22,693,688,2,78.61,54476.73,Low,Sea
SHP001860,SUP007,PRD016,WH04,2024-06-15,2024-06-24,2024-06-22,830,829,1,140.51,116623.3,High,Rail
SHP001861,SUP001,PRD019,WH02,2024-07-20,2024-08-07,2024-08-09,358,355,3,126.17,45168.86,Low,Road
SHP001862,SUP001,PRD010,WH03,2024-05-25,2024-06-03,2024-06-02,219,216,3,138.08,30239.52,Medium,Road
SHP001863,SUP008,PRD002,WH02,2025-11-06,2025-11-21,2025-11-23,817,812,5,31.97,26119.49,Low,Rail
SHP001864,SUP020,PRD012,WH06,2025-03-14,2025-03-18,2025-03-18,299,297,10,116.56,34851.44,Medium,Rail
SHP001865,SUP016,PRD015,WH03,2024-08-29,2024-09-14,2024-09-12,880,865,13,148.06,130292.8,Low,Sea
SHP001866,SUP013,PRD008,WH03,2025-08-03,2025-08-23,2025-08-26,171,170,3,149.79,25614.09,Medium,Rail
SHP001867,SUP018,PRD022,WH05,2025-11-17,2025-11-23,2025-11-25,77,77,0,78.2,6021.4,Medium,Road
SHP001868,SUP020,PRD003,WH06,2025-07-14,2025-08-01,2025-08-03,857,857,31,35.49,30414.93,High,Rail
SHP001869,SUP010,PRD013,WH04,2025-04-27,2025-05-05,2025-05-04,130,130,1,104.64,13603.2,Low,Road
SHP001870,SUP012,PRD017,WH02,2024-04-17,2024-04-20,2024-04-18,90,90,2,110.51,9945.9,Low,Sea
SHP001871,SUP001,PRD010,WH05,2024-08-13,2024-08-29,2024-08-27,637,637,6,26.2,16689.4,Low,Air
SHP001872,SUP010,PRD021,WH01,2025-11-03,2025-11-06,2025-11-07,90,90,0,27.86,2507.4,Low,Rail
SHP001873,SUP009,PRD025,WH05,2025-09-22,2025-10-07,2025-10-08,822,811,6,103.08,84731.76,Medium,Rail
SHP001874,SUP003,PRD016,WH03,2025-10-22,2025-11-04,2025-11-05,249,248,2,54.31,13523.19,Low,Road
SHP001875,SUP019,PRD002,WH03,2025-10-23,2025-11-09,2025-11-09,94,94,4,29.72,2793.68,Medium,Road
SHP001876,SUP009,PRD023,WH01,2025-03-07,2025-03-27,2025-03-26,351,349,6,42.9,15057.9,Medium,Sea
SHP001877,SUP010,PRD004,WH02,2025-10-16,2025-11-01,2025-10-30,384,383,0,71.65,27513.6,Medium,Road
SHP001878,SUP019,PRD016,WH03,2025-02-22,2025-03-03,2025-03-04,617,611,21,104.41,64420.97,Low,Air
SHP001879,SUP016,PRD025,WH05,2025-03-30,2025-04-03,2025-04-01,294,290,8,45.46,13365.24,Medium,Sea
SHP001880,SUP018,PRD010,WH04,2024-06-08,2024-06-17,2024-06-19,700,697,22,16.13,11291.0,Low,Road
SHP001881,SUP014,PRD015,WH01,2025-06-06,2025-06-22,2025-06-24,430,426,4,7.39,3177.7,Low,Road
SHP001882,SUP003,PRD002,WH04,2025-10-11,2025-10-22,2025-10-22,657,652,9,117.9,77460.3,Low,Road
SHP001883,SUP002,PRD023,WH03,2025-08-12,2025-08-27,2025-09-03,674,664,23,105.03,70790.22,Low,Road
SHP001884,SUP001,PRD025,WH04,2024-03-17,2024-03-25,2024-03-23,197,195,3,115.96,22844.12,Medium,Sea
SHP001885,SUP018,PRD001,WH05,2025-05-23,2025-05-29,2025-05-28,665,661,27,82.94,55155.1,High,Road
SHP001886,SUP009,PRD009,WH02,2025-03-16,2025-03-23,2025-03-21,383,382,0,148.86,57013.38,Medium,Sea
SHP001887,SUP013,PRD025,WH03,2024-09-10,2024-09-20,2024-09-22,367,367,13,94.56,34703.52,Medium,Sea
SHP001888,SUP002,PRD022,WH02,2024-11-15,2024-12-02,2024-12-03,522,515,14,122.26,63819.72,Medium,Road
SHP001889,SUP007,PRD011,WH02,2024-09-19,2024-09-25,2024-09-23,329,326,4,16.01,5267.29,High,Road
SHP001890,SUP016,PRD015,WH03,2025-08-19,2025-08-25,2025-08-28,547,541,16,36.38,19899.86,Medium,Road
SHP001891,SUP019,PRD012,WH04,2025-10-19,2025-10-22,2025-10-24,419,418,23,62.93,26367.67,Low,Sea
SHP001892,SUP015,PRD005,WH06,2025-07-07,2025-07-27,2025-07-26,797,784,40,114.89,91567.33,Low,Road
SHP001893,SUP011,PRD004,WH06,2025-01-08,2025-01-17,2025-01-19,26,26,0,28.57,742.82,Medium,Road
SHP001894,SUP001,PRD004,WH02,2025-09-28,2025-10-11,2025-10-11,604,604,7,136.94,82711.76,High,Road
SHP001895,SUP007,PRD017,WH02,2024-06-15,2024-06-30,2024-07-02,498,492,1,29.92,14900.16,Medium,Road
SHP001896,SUP020,PRD023,WH05,2025-04-03,2025-04-08,2025-04-11,428,426,9,79.14,33871.92,Medium,Road
